phase,trial_id,character,image_file,rating,rt,timed_out,rotation_offset
phase_0,phase0_01,月,月.png,3,0.8963185001630336,False,3.7903714331670266
phase_0,phase0_02,日,日.png,5,1.112595799844712,False,3.4325449251251823
phase_0,phase0_03,人,人.png,1,0.8125926000066102,False,3.921640862288438
