source,frame_idx,flip_time,ifi,event_marker
sub-004\trial_summary\pair_038\frame_log.csv,173,1004.256589,0.07240799999999581,
sub-004\trial_summary\pair_039\frame_log.csv,41,795.931359,0.07408200000008947,
sub-004\trial_summary\pair_039\frame_log.csv,86,796.720834,0.06350799999995616,
sub-004\trial_summary\pair_039\frame_log.csv,129,797.485147,0.07794599999999718,
sub-004\trial_summary\pair_039\frame_log.csv,159,798.044737,0.0875100000000657,
sub-004\trial_summary\pair_044\frame_log.csv,44,121.323476,0.09946800000000167,
sub-004\trial_summary\pair_044\frame_log.csv,77,121.92769,0.07022600000000523,
sub-004\trial_summary\pair_044\frame_log.csv,110,122.502359,0.04490099999999586,
sub-004\trial_summary\pair_044\frame_log.csv,139,123.036448,0.0790489999999977,
sub-004\trial_summary\pair_045\frame_log.csv,53,220.8642,0.07353299999999763,
sub-004\trial_summary\pair_045\frame_log.csv,83,221.412246,0.0715240000000108,
sub-004\trial_summary\pair_045\frame_log.csv,126,222.184115,0.07668099999997935,
sub-004\trial_summary\pair_045\frame_log.csv,161,222.806803,0.06602900000001455,
sub-004\trial_summary\pair_048\frame_log.csv,57,370.849425,0.07531000000000176,
sub-004\trial_summary\pair_048\frame_log.csv,89,371.466929,0.10953999999998132,
sub-004\trial_summary\pair_048\frame_log.csv,153,372.590557,0.08322199999997792,
sub-004\trial_summary\pair_048\frame_log.csv,196,373.380246,0.08944900000000189,
sub-004\trial_summary\pair_050\frame_log.csv,51,393.21905,0.09506099999998696,
sub-004\trial_summary\pair_050\frame_log.csv,90,393.891227,0.05058200000001989,
sub-004\trial_summary\pair_050\frame_log.csv,136,394.736394,0.09569800000002715,
sub-004\trial_summary\pair_050\frame_log.csv,165,395.268684,0.07785100000000966,
sub-004\trial_summary\pair_052\frame_log.csv,138,641.793032,0.06911600000000817,
sub-004\trial_summary\pair_052\frame_log.csv,166,642.311928,0.07133899999996629,
sub-004\trial_summary\pair_052\frame_log.csv,203,642.986099,0.07892800000001898,
sub-004\trial_summary\pair_052\frame_log.csv,225,643.393076,0.06914099999994505,
sub-004\trial_summary\pair_054\frame_log.csv,180,739.584977,0.09441900000001624,
sub-004\trial_summary\pair_054\frame_log.csv,213,740.152205,0.04504399999996167,
sub-004\trial_summary\pair_054\frame_log.csv,249,740.794521,0.07057900000006612,
sub-004\trial_summary\pair_054\frame_log.csv,271,741.212232,0.07165299999996932,
sub-004\trial_summary\pair_057\frame_log.csv,228,685.211361,0.07082400000001599,
sub-004\trial_summary\pair_057\frame_log.csv,251,685.646966,0.07304899999996906,
sub-004\trial_summary\pair_057\frame_log.csv,281,686.19367,0.06974800000000414,
sub-004\trial_summary\pair_057\frame_log.csv,302,686.619344,0.09550600000000031,
sub-004\trial_summary\pair_061\frame_log.csv,53,762.385574,0.09504700000002231,
sub-004\trial_summary\pair_061\frame_log.csv,86,762.974474,0.06738299999994979,
sub-004\trial_summary\pair_061\frame_log.csv,123,763.646759,0.07290599999998904,
sub-004\trial_summary\pair_061\frame_log.csv,150,764.147056,0.07324900000003254,
sub-004\trial_summary\pair_062\frame_log.csv,51,78.072126,0.06450499999999693,
sub-004\trial_summary\pair_062\frame_log.csv,85,78.672883,0.06541400000000408,
sub-004\trial_summary\pair_062\frame_log.csv,115,79.206727,0.06587000000000387,
sub-004\trial_summary\pair_062\frame_log.csv,148,79.808743,0.06790500000001032,
sub-004\trial_summary\pair_065\frame_log.csv,71,261.964588,0.07391200000000708,
sub-004\trial_summary\pair_065\frame_log.csv,170,263.676763,0.08591699999999491,
sub-004\trial_summary\pair_065\frame_log.csv,222,264.612301,0.0882490000000189,
sub-004\trial_summary\pair_065\frame_log.csv,273,265.511549,0.07079800000002479,
sub-004\trial_summary\pair_066\frame_log.csv,46,777.310144,0.06958500000007461,
sub-004\trial_summary\pair_066\frame_log.csv,79,777.881216,0.04054299999995692,
sub-004\trial_summary\pair_066\frame_log.csv,123,778.660256,0.06972700000005716,
sub-004\trial_summary\pair_066\frame_log.csv,148,779.134888,0.07715400000006412,
sub-004\trial_summary\pair_068\frame_log.csv,288,661.46024,0.06970699999999397,
sub-004\trial_summary\pair_068\frame_log.csv,322,662.05265,0.044781999999941036,
sub-004\trial_summary\pair_068\frame_log.csv,350,662.569361,0.0785720000000083,
sub-004\trial_summary\pair_068\frame_log.csv,376,663.03458,0.060736000000019885,
sub-004\trial_summary\pair_069\frame_log.csv,45,604.360598,0.06998299999997926,
sub-004\trial_summary\pair_069\frame_log.csv,71,604.815884,0.041919000000007145,
sub-004\trial_summary\pair_069\frame_log.csv,98,605.322773,0.08222799999998642,
sub-004\trial_summary\pair_069\frame_log.csv,122,605.771831,0.08126400000003287,
sub-004\trial_summary\pair_071\frame_log.csv,50,968.314116,0.02994100000000799,
sub-004\trial_summary\pair_071\frame_log.csv,275,975.145368,0.06109900000001289,
sub-004\trial_summary\pair_071\frame_log.csv,301,975.611375,0.06049699999994118,
sub-004\trial_summary\pair_071\frame_log.csv,329,976.11364,0.06261100000006081,
sub-004\trial_summary\pair_071\frame_log.csv,357,976.610234,0.05934500000000753,
sub-004\trial_summary\pair_073\frame_log.csv,47,202.578765,0.054211000000009335,
sub-004\trial_summary\pair_073\frame_log.csv,80,203.188634,0.08065500000000725,
sub-004\trial_summary\pair_073\frame_log.csv,124,203.975401,0.08367200000000707,
sub-004\trial_summary\pair_073\frame_log.csv,151,204.477638,0.06975400000001741,
sub-004\trial_summary\pair_078\frame_log.csv,340,439.367268,0.025917000000049484,
sub-004\trial_summary\pair_078\frame_log.csv,47,444.484134,0.060154000000011365,
sub-004\trial_summary\pair_078\frame_log.csv,105,445.474726,0.05061200000000099,
sub-004\trial_summary\pair_078\frame_log.csv,137,446.051027,0.06030299999997624,
sub-004\trial_summary\pair_078\frame_log.csv,164,446.520058,0.04608100000001514,
sub-004\trial_summary\pair_079\frame_log.csv,59,299.147962,0.12328400000001238,
sub-004\trial_summary\pair_079\frame_log.csv,104,299.936467,0.06189599999999018,
sub-004\trial_summary\pair_079\frame_log.csv,169,301.039662,0.04849500000000262,
sub-004\trial_summary\pair_079\frame_log.csv,208,301.711971,0.05457300000000487,
sub-004\trial_summary\pair_084\frame_log.csv,229,841.154058,0.06330099999991035,
sub-004\trial_summary\pair_084\frame_log.csv,259,841.672874,0.0490629999999328,
sub-004\trial_summary\pair_084\frame_log.csv,330,842.905445,0.06481599999995069,
sub-004\trial_summary\pair_084\frame_log.csv,363,843.499031,0.07523199999991448,
sub-004\trial_summary\pair_087\frame_log.csv,52,281.058779,0.08467300000000932,
sub-004\trial_summary\pair_087\frame_log.csv,140,282.612655,0.10507900000004611,
sub-004\trial_summary\pair_087\frame_log.csv,192,283.536108,0.07872200000002749,
sub-004\trial_summary\pair_087\frame_log.csv,236,284.307537,0.06686899999999696,
