source,frame_idx,flip_time,ifi,event_marker
sub-004\trial_summary\pair_008\frame_log.csv,58,413.298774,0.0746120000000019,
sub-004\trial_summary\pair_008\frame_log.csv,94,413.951062,0.07713300000000345,
sub-004\trial_summary\pair_008\frame_log.csv,125,414.498261,0.057151000000033036,
sub-004\trial_summary\pair_008\frame_log.csv,160,415.124392,0.06651699999997618,
sub-004\trial_summary\pair_008\frame_log.csv,185,415.587216,0.06312400000001617,
sub-004\trial_summary\pair_009\frame_log.csv,299,183.367176,0.04281700000001365,
sub-004\trial_summary\pair_009\frame_log.csv,330,183.890539,0.03301899999999591,
sub-004\trial_summary\pair_009\frame_log.csv,357,184.407461,0.08265800000000922,
sub-004\trial_summary\pair_009\frame_log.csv,382,184.887552,0.07965100000001257,
sub-004\trial_summary\pair_010\frame_log.csv,81,321.191162,0.08329100000003109,
sub-004\trial_summary\pair_010\frame_log.csv,121,321.912457,0.07121599999999262,
sub-004\trial_summary\pair_010\frame_log.csv,188,323.082173,0.07417700000002014,
sub-004\trial_summary\pair_010\frame_log.csv,233,323.885162,0.0777999999999679,
sub-004\trial_summary\pair_011\frame_log.csv,46,589.903671,0.07970100000000002,
sub-004\trial_summary\pair_011\frame_log.csv,72,590.370056,0.06276300000001811,
sub-004\trial_summary\pair_011\frame_log.csv,100,590.879793,0.07248399999991761,
sub-004\trial_summary\pair_011\frame_log.csv,123,591.323751,0.08312499999999545,
sub-004\trial_summary\pair_011\frame_log.csv,151,591.835836,0.06188899999995101,
sub-004\trial_summary\pair_012\frame_log.csv,72,101.669867,0.029041999999989798,
sub-004\trial_summary\pair_012\frame_log.csv,96,102.138933,0.09808299999998837,
sub-004\trial_summary\pair_012\frame_log.csv,128,102.724843,0.08399400000000412,
sub-004\trial_summary\pair_012\frame_log.csv,156,103.256,0.08166599999999846,
sub-004\trial_summary\pair_012\frame_log.csv,182,103.734728,0.077249000000009,
sub-004\trial_summary\pair_016\frame_log.csv,48,904.920781,0.0635140000000547,
sub-004\trial_summary\pair_016\frame_log.csv,75,905.406509,0.06595000000004347,
sub-004\trial_summary\pair_016\frame_log.csv,114,906.138525,0.09801299999992352,
sub-004\trial_summary\pair_016\frame_log.csv,140,906.61986,0.07869400000004134,
sub-004\trial_summary\pair_019\frame_log.csv,267,949.060013,0.042441000000053464,
sub-004\trial_summary\pair_019\frame_log.csv,309,949.782536,0.048284000000080596,
sub-004\trial_summary\pair_019\frame_log.csv,338,950.300046,0.06578400000000784,
sub-004\trial_summary\pair_019\frame_log.csv,367,950.823933,0.05631500000004053,
sub-004\trial_summary\pair_021\frame_log.csv,59,339.206492,0.08250900000001593,
sub-004\trial_summary\pair_021\frame_log.csv,148,340.758214,0.08415899999999965,
sub-004\trial_summary\pair_021\frame_log.csv,197,341.60689,0.04952900000000682,
sub-004\trial_summary\pair_023\frame_log.csv,139,711.4092,0.08530700000005709,
sub-004\trial_summary\pair_023\frame_log.csv,170,711.972238,0.06502199999999903,
sub-004\trial_summary\pair_023\frame_log.csv,210,712.698034,0.09080600000004324,
sub-004\trial_summary\pair_023\frame_log.csv,238,713.232033,0.09126100000003134,
sub-004\trial_summary\pair_024\frame_log.csv,97,143.583095,0.04224999999999568,
sub-004\trial_summary\pair_024\frame_log.csv,124,144.07263,0.06511299999999665,
sub-004\trial_summary\pair_024\frame_log.csv,162,144.738907,0.06473000000002571,
sub-004\trial_summary\pair_024\frame_log.csv,185,145.154013,0.06326599999999871,
sub-004\trial_summary\pair_025\frame_log.csv,92,812.034783,0.07746899999995094,
sub-004\trial_summary\pair_025\frame_log.csv,118,812.504987,0.06432900000004338,
sub-004\trial_summary\pair_025\frame_log.csv,154,813.138071,0.06417199999998502,
sub-004\trial_summary\pair_025\frame_log.csv,175,813.54484,0.08759900000006837,
sub-004\trial_summary\pair_027\frame_log.csv,75,618.889529,0.08220500000004449,
sub-004\trial_summary\pair_027\frame_log.csv,104,619.398705,0.05808799999999792,
sub-004\trial_summary\pair_027\frame_log.csv,134,619.931093,0.057119000000056985,
sub-004\trial_summary\pair_027\frame_log.csv,157,620.374573,0.0840050000000474,
sub-004\trial_summary\pair_028\frame_log.csv,236,865.238993,0.03185300000006919,
sub-004\trial_summary\pair_028\frame_log.csv,594,891.950302,0.0721969999999601,
sub-004\trial_summary\pair_029\frame_log.csv,45,239.017387,0.05992100000000278,
sub-004\trial_summary\pair_029\frame_log.csv,82,239.675403,0.06797199999999748,
sub-004\trial_summary\pair_029\frame_log.csv,122,240.389999,0.06596499999997718,
sub-004\trial_summary\pair_029\frame_log.csv,145,240.83647,0.07908499999999208,
sub-004\trial_summary\pair_033\frame_log.csv,38,355.146839,0.07271400000001904,
sub-004\trial_summary\pair_033\frame_log.csv,80,355.887215,0.06301600000000462,
sub-004\trial_summary\pair_033\frame_log.csv,127,356.687557,0.04685600000004797,
sub-004\trial_summary\pair_033\frame_log.csv,176,357.541362,0.06737099999998009,
sub-004\trial_summary\pair_038\frame_log.csv,104,1002.963038,0.045513000000028114,
sub-004\trial_summary\pair_038\frame_log.csv,131,1003.436245,0.05197999999995773,
sub-004\trial_summary\pair_038\frame_log.csv,154,1003.886932,0.0860810000000356,
